user,"3 Râu - Gà Rán, Pizza & Trà Sữa - Cây Trâm",A Tùng - Bánh Mì Bò Nướng Bơ Cambodia - Lê Hồng Phong,An Nam Cháo,Bami King - Bánh Mì Bò Nướng & Cơm Thố - An Trạch,Buzza Pizza - Nowzone,Bà Hai - Bánh Xèo & Bánh Khọt,Bánh Bao Đây - 225 Bạch Mai,Bánh Cuốn Ba Miền - Trường Chinh,Bánh Mì Hương Lan,Bánh Su Kem Singapore Chewy Junior - Trần Đại Nghĩa,Bánh Xèo Nam Bộ - Tạ Quang Bửu,Bánh Xèo Nem Lụi Ngọc Dương 125 - Đội Cấn,Bún Miến Ngan - Cầu Giấy,Bún Riêu & Canh Bún - Phan Đình Phùng,Bún Riêu Hoàng Kỳ - Tô Hiệu,Bún Thịt Nướng Anh Ba,Bún Đậu 3 Chị Em - Lê Văn Quới,Bún Đậu Phố - Trung Yên 12,Bếp Sữa - Cơm Trộn & Mỳ Trộn,Chang Hi - Chè Thốt Nốt Dừa Dầm Ngon Nhất Hà Nội Online - Xã Đàn,Cheese Coffee - Hồng Bàng,"Chops - Hops, Wheat & Meat - Quảng An",Cháo Sườn Chú Chen - Nguyễn Trãi,Cháo Ếch Tân Định - Hai Bà Trưng,Chè HongKong - 港式糖水 - Phan Phú Tiên,Chè Hà Ký - Châu Văn Liêm,Chè Thái Út Lyly,Chị Mai - Bánh Tráng Trộn & Nước Cam,Cá Viên Chiên 176 - Trần Thiện Chánh,Cô Thúy - Hột Vịt Lộn,Cô Thủy - Quán Ăn Vặt - Lê Thúc Hoạch,Cơm Gà Hải Nam - Hậu Giang,Cơm Gà Xối Mỡ Su Su,Cơm Rang Dưa Bò Đức Hạnh,Cơm Tấm Cô Hoa - Ngô Quyền,Cơm Tấm Kiều Giang - Trần Quang Khải,Cơm Tấm Phương Anh - Bạch Mai,Cơm Tấm Phương Anh - Nguyễn Khang,Cơm Tấm Sao Mai,Cơm Tấm Tú Mập - Đồng Đen,Cầm Viên Quán - Ẩm Thực Đồng Quê - Nguyễn Văn Lộc,Domino’s Pizza - Hòa Bình,Dũng Hạnh - Bánh Mì Giò Chả - Lê Đại Hành,Fruit Crush - Trái Cây Tươi & Ăn Vặt - Quận 1,Gong Cha - Trà & Cà Phê - Hồ Tùng Mậu,Gà Nướng Anh Tư,Gà Nướng Lu Việt Hương - Lê Quang Định,Gà Rán & Burger Lotteria - HTV,Gà Rán & Burger Lotteria - Lotte Center,Gà Rán & Burger McDonald’s Vincom Masteri,Gà Rán KFC - Central Plaza,Gà Rán KFC - Co.op Mart Nguyễn Ảnh Thủ,Gà Rán KFC - Lâm Văn Bền,Gà Rán KFC - Vincom Bắc Từ Liêm,Gà Rán Popeyes - Tùng Thiện Vương,Gà Rán Popeyes - Điện Biên Phủ,Gà rán và Mì Ý - Jollibee - Pasteur,Gỏi Khô Bò - Công Viên Lê Văn Tám,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,"Highlands Coffee - Trà, Cà Phê & Bánh - Bán Đảo Linh Đàm Hà Nội","Highlands Coffee - Trà, Cà Phê & Bánh - Flora Thủ Đức","Highlands Coffee - Trà, Cà Phê & Bánh - New Horizon",Homey BBQ - Sườn Nướng BBQ,Huyền - Bún Nước & Mì Cay Muối Ớt,Hạnh Béo - Vịt Nướng,Hồng - Xôi Xéo - Ngọc Lâm,Jeju Quán - Món Ăn Hàn Quốc,KATINAT - Huỳnh Thúc Kháng,KOI Thé - Phan Xích Long,KOI Thé - Võ Văn Ngân,Kebab Sài Gòn - Nguyễn Thượng Hiền,Kebaby - Doner Kebab,Khánh Vân - Bún Chả,LaSiMi Tân Phú- Trà Ngon Đậm Vị - Tân Sơn Nhì,Le Castella Hà Nội - Taste Of Taiwan - Vũ Hữu,Le Ciel - Coffee & Fastfood,Minh Sushi - Phạm Tuấn Tài,Mochi Sweets - Nguyễn Trãi,Moon Fast Food - Món Hàn - Trường Chinh,Mì Gà Tần 24 - Hàng Bồ,Mì Trộn Tên Lửa - 462 Trần Hưng Đạo,Mì Xào Giòn - 111 Vạn Kiếp,"Mỳ Cay, Đồ Ăn Vặt Và Trà Hoa Quả - Huyền Linh Food - Ngõ 169 Doãn Kế Thiện","NYNA Coffee - Cà Phê, Trà Vị Tự Nhiên & Bánh - Hoàn Kiếm",Nem Chua Rán - Tạm Thương,Nem Nướng Nha Trang Bé Thảo,Ngọc Lợi - Miến Cua Trộn,Nhà Bún Đậu - Bún Đậu Mắm Tôm Hà Nội - Song Hành,Nhà Hàng Gimbab - Bibimbab - Nguyễn Trãi,Pad Thái Tôm - Món Thái Ngon - Shop Online,Papas' Chicken - Gà Rán Hàn Quốc - Hoàng Văn Thụ,Papaxốt - Quang Trung,Phi Phi Quán - Cơm Gà Xối Mỡ,Phá Lấu Rubi - Nguyễn Hồng Đào,Phúc Long Lê Văn Sỹ,Phương Dung - Cơm Đảo Gà Rang & Chim Quay - Tống Duy Tân,Phở 24 - Nguyễn Tri Phương,Phở Chiên Giòn 206 - Khâm Thiên,Phở Cuốn Hương Mai - TT Giảng Võ,Phở Cuốn Hương Mai - Tô Hiệu,Pizza Hut - Hậu Giang,"Quán 567 - Sinh Tố, Nước Ép, Giải Khát",Quán 79 Nem Nướng,Quán Chay Hoa Sen - Nguyễn Nhữ Lãm,Quán Chà Bá - Mực Chiên & Bò Viên - Mai Xuân Thưởng,Quán Cây Đa - Chân Gà Nướng,Quán Gốc Đa - Bánh Gối & Bánh Rán Mặn,Quán Nem - Nem Cua Biển & Bún Chả - Nguyễn Thị Minh Khai,Quán Thúy 94 - Miến Cua,Quán Thảo Hiền - Đặc Sản Miền Trung,Run’s House - Hoa Quả Gọt Sẵn & Hoa Quả Sạch - 288 Nguyễn Xiển,Spaghetti Box - Giang Văn Minh,Starbucks Coffee - Etown 5,SteakZone,Súp Cua Nhà Thờ Đức Bà,TOUS les JOURS - Nguyễn Thị Minh Khai,Texas Chicken - Nguyễn Thái Học,The Alley - Trà Sữa Đài Loan - Hàng Bài,The Alley - Trà Sữa Đài Loan - Phạm Ngọc Thạch,The Pizza Company - Hậu Giang,The Pizza Company - Xuân Diệu,The Pizza Company - Đường D2,"Thiên Ân Quán - Cơm, Bún Riêu & Bún Mắm",Thủy Xèo - Bánh Xèo Nem Lụi - Đội Cấn,Thực Vi Thiên - Ẩm Thực Trung Hoa - Trung Hoà,Tini Tea - Đường Số 42,Tiệm Cô Béo Bún Thái Lan,Trà Sữa Feeling Tea - Trần Thái Tông,Trà Sữa Panda Milktea,Trà Sữa Tiên Hưởng Gotcha - Huỳnh Mẫn Đạt,Trà Sữa Wozzi,Tuấn Cò - Cơm Gà Xối Mỡ,Xôi Gà Bà Chiểu,YoGun - Korea Yogurt,Yu Tang - Trà Sữa & Mỳ Đài Loan - Thái Phiên,Điểm Tâm 288 - Bún Thịt Xào & Cháo Bắc Thảo,Đặc Sản Chè - Vĩnh Hồ,Ốc Tô - Xóm Chiếu,fake_item_1,fake_item_2,fake_item_3,fake_item_4,fake_item_5,fake_item_6,fake_item_7,fake_item_8,fake_item_9,fake_item_10,fake_item_11,fake_item_12,fake_item_13,fake_item_14,fake_item_15,fake_item_16,fake_item_17,fake_item_18,fake_item_19,fake_item_20,fake_item_21,fake_item_22,fake_item_23,fake_item_24,fake_item_25,fake_item_26,fake_item_27,fake_item_28,fake_item_29,fake_item_30,fake_item_31,fake_item_32,fake_item_33,fake_item_34,fake_item_35,fake_item_36,fake_item_37,fake_item_38,fake_item_39,fake_item_40,fake_item_41
user011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2916435781372875,1.4124482172721304,4.833086443839601,0.0,0.0,0.0,3.8824091141506583,4.797979626522403,3.324206439975524,4.997795140158256,1.7523910200187336,4.088120693268641,3.852234118347922,2.53972203336126,3.6089186685555097,0.0,0.0,0.0,3.3519912349027616,0.0,0.0,0.0,1.0008545610707849,0.0,0.0,0.0,2.9622008520746195,1.922848020565843,3.5650512061916397,0.0,3.598405331621533,0.0,0.0,4.244581940041233,0.0,0.0,0.0
user012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6651603303898295,0.0,4.984032278951532,0.0,2.768281184293532,0.0,0.0,0.0,0.0,0.0,4.10249772044725,2.628750372340948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2062338112666864,2.753481807972061,0.0,0.0,2.0799570229109317,2.5574559907316825,1.4556466229308413
user013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4243304008063586,0.0,0.0,1.0329868722295044,0.0,2.8807275456170394,3.1043783361390456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0331105028398593,0.0,1.5329640901757147,4.390021127925188,0.0,2.0101844831484272,0.0,0.0,4.349084553151094,4.55368248046632,3.426267922884802,1.2664415550446733,0.0,0.0,1.9208256710210838,4.513483408387298,0.0,1.759891155132379,4.3841268602050585,0.0,4.013316895726867,3.5306323873328287,0.0,0.0
user014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9672844661597697,4.077878100546824,2.4342679278789374,0.0,0.0,0.0,3.882284522050103,3.1262249962741446,1.0683334892882383,2.7518371216560924,1.7245845372074866,0.0,2.826353781490727,0.0,2.0420156223504415,0.0,0.0,0.0,3.592534886856312,0.0,0.0,4.532660852621945,2.739559193772136,0.0,4.052924605001694,0.0,0.0,0.0,0.0,0.0,3.430606854143037,0.0,0.0,0.0,0.0,0.0,4.798105419707126,0.0,0.0,2.7208003445281244
user015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.630261084342463,0.0,1.0007076333748741,0.0,0.0,0.0,2.235306864791261,0.0,0.0,0.0,0.0,2.1963403836619944,1.7063868872188985,2.416582211317759,0.0,0.0,4.757059252105712,2.547522958808588,1.3457968484040022,0.0,1.8619823115160812,0.0,3.682514632150816,0.0,4.730879718853162,0.0,3.3611888669939844,1.7678015282841737,3.6221184758708125,0.0,2.0344635445321075,2.7492592153807864,2.170134085969327,4.054874123008123,0.0,2.623079241326253,0.0,3.684246044113013
user016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,7.6,0.0,0.0,4.625904211012091,0.0,0.0,0.0,1.1412733022793993,1.008536293376158,0.0,0.0,3.5782893455167932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193887642352045,0.0,0.0,0.0,4.52148647242039,2.7091008386632165,4.511776252638216,0.0,0.0,0.0,0.0,0.0,2.0308641758935626,1.6387064749187137,0.0,1.7056529596660361,3.6447555369479,1.3388616326959815,0.0,0.0,0.0
user017,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,2.3737359582006934,4.926888858738473,1.8243407951424526,0.0,3.828842938785746,4.210594691600476,0.0,2.293118651573596,1.5462660457955604,0.0,0.0,3.4731152686731237,0.0,0.0,1.7921903290679624,0.0,2.954824751239957,0.0,3.3543793956944854,0.0,0.0,0.0,4.311920750959837,3.171403680507395,3.8402398163041545,0.0,0.0,0.0,1.6279915808010852,0.0,0.0,0.0,0.0,0.0,3.0791599499034357,0.0,1.541570050375563,0.0,4.723460286973017,0.0,0.0
user018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0720258676723224,2.0943578437289525,1.63013295389853,0.0,0.0,2.1833201652111938,0.0,1.4443502360002047,0.0,3.615859215179697,3.3975331924467853,2.9913935624144505,0.0,1.0264107657738788,1.4322654515336817,0.0,0.0,0.0,1.8616912000753474,0.0,3.534242600590372,0.0,0.0,4.0005978449581185,0.0,0.0,2.2388425982361824,0.0,0.0,0.0,0.0,4.785750599481571,3.582728876439855,1.4213084627825476,0.0,0.0,3.262115103771604,0.0,3.261956113859201,2.3555511154461932
user019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,1.3504786511025988,0.0,3.0373648129607247,0.0,0.0,0.0,4.816079948323312,0.0,1.0353786957096807,4.005726881698573,4.606167865183263,0.0,4.762700713282303,1.0856043043678154,0.0,0.0,0.0,0.0,0.0,3.484734212468742,0.0,0.0,0.0,0.0,4.447318916332806,0.0,0.0,2.277569156543243,1.739432704666671,0.0,0.0,0.0,0.0,3.9824985275827074,1.1105939718371247,1.698232191655776,0.0,0.0,0.0,0.0,2.7144471898456635
user020,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,3.5170030289804872,0.0,3.2451518772983174,1.8658408218450355,1.7482938929616485,0.0,1.3030589437499818,0.0,0.0,0.0,1.3786443279256106,3.175602097443608,0.0,0.0,0.0,0.0,0.0,4.0397152698582595,4.321290719718621,1.683070045390886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52030429188027,0.0,0.0,0.0,2.1651125547202543,0.0,0.0,4.901178053264678,3.2918627738703554,0.0,0.0,0.0,0.0
user021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.787176626023304,1.927522038147417,1.3031810022973196,0.0,2.8514936924501573,0.0,1.2647044125285043,0.0,3.6024481469246594,4.535930769682809,0.0,3.1294222677378594,2.0790692962542603,1.3024291234893948,0.0,3.682659332954936,4.75221044576497,2.6356823902913695,0.0,0.0,0.0,0.0,0.0,2.240261034331069,0.0,0.0,0.0,2.124866501308805,0.0,4.795466320744064,0.0,0.0,0.0,4.077248772131061,0.0,0.0,3.094743071594365,0.0,1.8799577597911363,3.359614046179778
user022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2232736359370988,0.0,3.656883949437857,0.0,0.0,0.0,0.0,0.0,0.0,1.7564920900394099,3.4238963432894023,0.0,2.056226318832611,0.0,3.587356442245711,0.0,0.0,0.0,0.0,1.44426646475622,1.5556021771731778,0.0,0.0,2.137864860691264,0.0,2.6413696331588885,4.667772257446333,0.0,0.0,0.0,0.0,0.0,4.433767197257351,0.0,4.027476171155792,0.0,0.0,0.0,4.896894312379997,0.0,1.7999306108440267
